city_key,city,country,short_description,latitude,longitude,avg_temp_monthly,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,Category,Approximate Annual Tourists,Famous Foods,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,Cost_index,"Meal, Inexpensive Restaurant",One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Apartment (1 bedroom) in City Centre,Average Monthly Net Salary (After Tax)
rijeka,Rijeka,Croatia,"Coastal breezes meet lively streets filled with music and laughter, while historic architecture and vibrant markets create a welcoming, dynamic atmosphere.",453.267.976,14.442.208,"{""1"":{""avg"":7,""max"":10.2,""min"":3.8},""2"":{""avg"":8.5,""max"":12.1,""min"":5.1},""3"":{""avg"":10.8,""max"":14.5,""min"":7.3},""4"":{""avg"":13.1,""max"":17.2,""min"":9.2},""5"":{""avg"":17.4,""max"":21.2,""min"":13.5},""6"":{""avg"":23.5,""max"":28,""min"":18.7},""7"":{""avg"":25.8,""max"":30.6,""min"":20.7},""8"":{""avg"":25.9,""max"":30.7,""min"":21.2},""9"":{""avg"":20.9,""max"":25.2,""min"":16.7},""10"":{""avg"":16.5,""max"":20.3,""min"":13.1},""11"":{""avg"":11.8,""max"":15.3,""min"":8.6},""12"":{""avg"":8.6,""max"":11.7,""min"":5.8}}","[""One week"",""Short trip"",""Weekend""]",Mid-range,4,3,4,3,3,4,3,3,3,,,,,,,,,,,,,,,
saaremaa island,Saaremaa Island,Estonia,"Gentle sea breezes, serene coastal landscapes, and charming villages offer a peaceful escape that encourages you to unwind and explore leisurely.",58.273.819.950.000.000,22.277.105.752.545.400,"{""1"":{""avg"":-0.1,""max"":1.6,""min"":-2.1},""2"":{""avg"":0,""max"":1.7,""min"":-1.9},""3"":{""avg"":1.7,""max"":3.9,""min"":-0.2},""4"":{""avg"":5.3,""max"":8.4,""min"":2.4},""5"":{""avg"":10.6,""max"":14.3,""min"":6.9},""6"":{""avg"":15.9,""max"":19.4,""min"":12.2},""7"":{""avg"":18,""max"":20.8,""min"":14.8},""8"":{""avg"":18.1,""max"":20.9,""min"":15.3},""9"":{""avg"":14.2,""max"":17,""min"":11.6},""10"":{""avg"":9.1,""max"":11.1,""min"":6.8},""11"":{""avg"":5,""max"":6.6,""min"":3.1},""12"":{""avg"":2,""max"":3.6,""min"":0.2}}","[""Short trip"",""Weekend""]",Budget,3,3,5,4,2,3,4,2,5,,,,,,,,,,,,,,,
venice,Venice,Italy,"Winding canals, charming gondolas, and historic architecture create a romantic atmosphere, where every corner reveals a new story and hidden gem.",454.371.908,123.345.898,"{""1"":{""avg"":3.9,""max"":7.6,""min"":0.9},""2"":{""avg"":6.4,""max"":10.3,""min"":2.8},""3"":{""avg"":9.5,""max"":15,""min"":4.4},""4"":{""avg"":13.5,""max"":17.6,""min"":9.3},""5"":{""avg"":18,""max"":21.9,""min"":13.8},""6"":{""avg"":23.2,""max"":27.1,""min"":18.8},""7"":{""avg"":25.5,""max"":29.3,""min"":20.8},""8"":{""avg"":25,""max"":29.5,""min"":20.3},""9"":{""avg"":20.3,""max"":24.5,""min"":16.5},""10"":{""avg"":15.1,""max"":19.2,""min"":11.5},""11"":{""avg"":9.4,""max"":13,""min"":6.2},""12"":{""avg"":4.9,""max"":8.6,""min"":2.3}}","[""Short trip"",""Weekend"",""One week""]",Luxury,5,2,3,1,3,5,3,4,2,City,10 million,"Pizza, Pasta, Gelato",Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but watch out for pickpockets","A unique city built on canals, known for its gondolas, Piazza San Marco, and Doge's Palace.","An iconic city of water, renowned for romantic gondola rides and historic landmarks.",78.28,13.0,1.5,37.0,5.75,861.11,1500.0
rennes,Rennes,France,"Charming streets lined with timber-framed houses, lively markets, and a vibrant student atmosphere create a welcoming and dynamic experience.",481.113.387,-16.800.198,"{""1"":{""avg"":6.1,""max"":9.4,""min"":3.1},""2"":{""avg"":7,""max"":11,""min"":3.6},""3"":{""avg"":8.8,""max"":13.6,""min"":4.7},""4"":{""avg"":11.1,""max"":16.9,""min"":5.7},""5"":{""avg"":14.3,""max"":20,""min"":9.1},""6"":{""avg"":17.7,""max"":23.4,""min"":12.5},""7"":{""avg"":19.5,""max"":25.6,""min"":13.9},""8"":{""avg"":19,""max"":25.3,""min"":13.7},""9"":{""avg"":16.6,""max"":22.5,""min"":11.9},""10"":{""avg"":13.2,""max"":17.9,""min"":9.4},""11"":{""avg"":9.2,""max"":13.1,""min"":6.1},""12"":{""avg"":7.6,""max"":10.6,""min"":4.7}}","[""Short trip"",""Weekend""]",Mid-range,4,2,3,2,3,4,3,3,3,,,,,,,,,,,,,,,
lyon,Lyon,France,"Charming cobblestone streets, riverside views, and an irresistible culinary scene make every moment feel like a delightful discovery.",457.578.137,48.320.114,"{""1"":{""avg"":4.6,""max"":7.2,""min"":1.8},""2"":{""avg"":6.6,""max"":10.6,""min"":3},""3"":{""avg"":9.2,""max"":14.1,""min"":5},""4"":{""avg"":12.5,""max"":17.4,""min"":7.6},""5"":{""avg"":16.3,""max"":21.1,""min"":11.5},""6"":{""avg"":21.3,""max"":26.4,""min"":16.1},""7"":{""avg"":23.8,""max"":29.1,""min"":17.7},""8"":{""avg"":23.2,""max"":28.7,""min"":17.6},""9"":{""avg"":18.7,""max"":24.1,""min"":13.8},""10"":{""avg"":14,""max"":18.4,""min"":10.2},""11"":{""avg"":8.4,""max"":11.7,""min"":5.5},""12"":{""avg"":5.6,""max"":8.5,""min"":2.8}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,5,2,3,1,4,5,3,4,2,City,2 million,"Quiche Lorraine, Lyonnaise salad, Canel",Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A culinary capital with renowned restaurants, historic architecture, and the confluence of two rivers.","Famous for its gastronomy, vibrant old town, and Renaissance architecture.",72.14,12.0,1.9,64.0,5.0,670.77,2116.22
carcassone,Carcassone,France,"Wandering through narrow cobblestone streets, you feel the weight of history enveloped by ancient walls, with the aroma of rustic French cuisine lingering.",432.130.358,23.491.069,"{""1"":{""avg"":6.8,""max"":10.3,""min"":3.4},""2"":{""avg"":8.7,""max"":13.2,""min"":4.7},""3"":{""avg"":10.7,""max"":15.6,""min"":6.2},""4"":{""avg"":12.7,""max"":18,""min"":7.8},""5"":{""avg"":16.4,""max"":21.8,""min"":11.4},""6"":{""avg"":21,""max"":26.7,""min"":15.5},""7"":{""avg"":23.9,""max"":30.1,""min"":17.8},""8"":{""avg"":23.9,""max"":30.5,""min"":17.9},""9"":{""avg"":20.2,""max"":26.4,""min"":14.8},""10"":{""avg"":15.8,""max"":20.8,""min"":11.7},""11"":{""avg"":10.6,""max"":14.7,""min"":6.8},""12"":{""avg"":8.2,""max"":12,""min"":4.6}}","[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,2,4,2,2,3,,,,,,,,,,,,,,,
hamburg,Hamburg,Germany,"A lively port city where historic architecture meets modern design, offering a relaxed vibe with waterfront strolls and bustling markets.",53.550.341,10.000.654,"{""1"":{""avg"":2.9,""max"":5.1,""min"":0.4},""2"":{""avg"":3.6,""max"":6.6,""min"":0.4},""3"":{""avg"":5.6,""max"":9.7,""min"":1.5},""4"":{""avg"":8.6,""max"":13.6,""min"":3.4},""5"":{""avg"":13.2,""max"":18.5,""min"":7.6},""6"":{""avg"":17.4,""max"":22.7,""min"":11.6},""7"":{""avg"":18.1,""max"":23.1,""min"":13},""8"":{""avg"":18.5,""max"":23.8,""min"":13.1},""9"":{""avg"":15.1,""max"":20,""min"":10.4},""10"":{""avg"":11,""max"":14.6,""min"":7.4},""11"":{""avg"":6.4,""max"":8.9,""min"":3.6},""12"":{""avg"":4.6,""max"":6.6,""min"":2.2}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,2,4,4,3,5,2,City,5 million,"Fischbrtchen, Labskaus, Rote Grtze",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A port city known for its harbor, Reeperbahn district, and maritime museum.","Hamburg boasts a lively arts scene, modern architecture, and historic Speicherstadt.",68.5,12.0,3.3,90.0,3.5,876.84,2428.21
vilnius,Vilnius,Lithuania,"Charming cobblestone streets and baroque architecture blend with a youthful energy, offering a cozy yet vibrant atmosphere perfect for leisurely exploration.",546.870.458,252.829.111,"{""1"":{""avg"":-2.6,""max"":-0.1,""min"":-4.8},""2"":{""avg"":-1.4,""max"":1.4,""min"":-3.7},""3"":{""avg"":2,""max"":5.7,""min"":-1.2},""4"":{""avg"":7.4,""max"":12.6,""min"":2.7},""5"":{""avg"":12.9,""max"":18.5,""min"":7.3},""6"":{""avg"":17.9,""max"":23.6,""min"":12.4},""7"":{""avg"":18.4,""max"":23.9,""min"":14.1},""8"":{""avg"":18.6,""max"":24.3,""min"":13.6},""9"":{""avg"":13.7,""max"":18.8,""min"":9.3},""10"":{""avg"":7.6,""max"":11.6,""min"":4.5},""11"":{""avg"":2.8,""max"":4.7,""min"":0.9},""12"":{""avg"":-0.5,""max"":1.1,""min"":-2.7}}","[""Short trip"",""Weekend""]",Budget,4,2,3,2,3,3,3,3,3,,,,,,,,,43.62,7.0,1.0,29.0,1.13,507.91,945.87
lubeck,Lübeck,Germany,Charming cobblestone streets lined with medieval architecture and the scent of marzipan create an inviting and cozy atmosphere for exploration.,53.866.444,10.684.738,"{""1"":{""avg"":2.6,""max"":4.8,""min"":0},""2"":{""avg"":3.1,""max"":6.3,""min"":-0.3},""3"":{""avg"":5.1,""max"":9.5,""min"":0.6},""4"":{""avg"":8.1,""max"":13.4,""min"":2.5},""5"":{""avg"":12.9,""max"":18.5,""min"":6.8},""6"":{""avg"":17.1,""max"":22.8,""min"":10.9},""7"":{""avg"":17.9,""max"":23.4,""min"":12.2},""8"":{""avg"":18.2,""max"":23.9,""min"":12.4},""9"":{""avg"":14.8,""max"":20.1,""min"":9.4},""10"":{""avg"":10.6,""max"":14.5,""min"":6.9},""11"":{""avg"":6.1,""max"":8.5,""min"":3.1},""12"":{""avg"":4.2,""max"":6.2,""min"":1.8}}","[""Short trip"",""Weekend""]",Mid-range,4,2,3,2,3,4,3,3,3,,,,,,,,,,,,,,,
akureyri,Akureyri,Iceland,"Nestled by stunning fjords, this charming town offers a cozy vibe with colorful houses and a backdrop of snow-capped mountains.",6.568.390.355,-1.811.217.559.813.440,"{""1"":{""avg"":-1.7,""max"":2.2,""min"":-5.2},""2"":{""avg"":-0.8,""max"":2.3,""min"":-5},""3"":{""avg"":0,""max"":3.6,""min"":-3.2},""4"":{""avg"":3.1,""max"":7.7,""min"":-0.4},""5"":{""avg"":6.4,""max"":10.8,""min"":2.6},""6"":{""avg"":9.9,""max"":14.3,""min"":6.7},""7"":{""avg"":11.2,""max"":14.9,""min"":8.4},""8"":{""avg"":10.5,""max"":14.8,""min"":7.2},""9"":{""avg"":7.9,""max"":11.9,""min"":4.2},""10"":{""avg"":3.6,""max"":6.6,""min"":0.3},""11"":{""avg"":0.6,""max"":3.9,""min"":-2.7},""12"":{""avg"":-2,""max"":1.9,""min"":-6.5}}","[""Short trip"",""Weekend""]",Luxury,3,4,5,2,2,3,3,3,4,City,200,"Fish, Lamb, Skyr",Spring (May-June) or Fall (Sep-Oct),Medium,Generally safe,"The largest city in North Iceland, known for its botanical garden and winter activities.",,,,,,,,
ajaccio,Ajaccio,France,"Nestled between mountains and sea, this charming coastal town offers sunlit streets, vibrant markets, and a rich tapestry of history and culture.",419.263.991,87.376.029,"{""1"":{""avg"":9.6,""max"":14.8,""min"":5.3},""2"":{""avg"":10.2,""max"":15.4,""min"":5.7},""3"":{""avg"":11.4,""max"":16.7,""min"":6.1},""4"":{""avg"":13.9,""max"":19.3,""min"":8.3},""5"":{""avg"":17.6,""max"":22.6,""min"":12.4},""6"":{""avg"":22.4,""max"":27.6,""min"":16.7},""7"":{""avg"":25.2,""max"":30.3,""min"":19.2},""8"":{""avg"":24.9,""max"":30.2,""min"":19},""9"":{""avg"":21.6,""max"":27.1,""min"":16.4},""10"":{""avg"":18,""max"":23.7,""min"":13.1},""11"":{""avg"":13.6,""max"":19,""min"":9.3},""12"":{""avg"":10.6,""max"":16.1,""min"":6.3}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,3,4,4,3,4,3,3,4,,,,,,,,,,,,,,,
york,York,United Kingdom,"Charming cobblestone streets and ancient city walls create a cozy, inviting atmosphere, where history and modern vibrancy coexist beautifully.",5.396.565.785,-10.743.052.444.639.200,"{""1"":{""avg"":4.3,""max"":6.9,""min"":1.8},""2"":{""avg"":5.4,""max"":8.4,""min"":2.4},""3"":{""avg"":7,""max"":10,""min"":3.5},""4"":{""avg"":8.4,""max"":12.8,""min"":3.9},""5"":{""avg"":12.3,""max"":16.8,""min"":7.7},""6"":{""avg"":15,""max"":19.4,""min"":10.5},""7"":{""avg"":16.6,""max"":20.7,""min"":12.4},""8"":{""avg"":16.5,""max"":20.7,""min"":12.5},""9"":{""avg"":14,""max"":18.1,""min"":10.1},""10"":{""avg"":10.9,""max"":14.2,""min"":7.7},""11"":{""avg"":7.2,""max"":9.9,""min"":4.4},""12"":{""avg"":5.8,""max"":8.1,""min"":3.4}}","[""Weekend"",""Short trip""]",Mid-range,5,2,3,1,3,4,3,3,3,,,,,,,,,,,,,,,
matera,Matera,Italy,"Winding stone streets and ancient cave dwellings create an atmosphere of timeless mystery, inviting you to explore its unique history and charm.",40.447.641.899.999.900,1.647.357.384.028.850,"{""1"":{""avg"":8.2,""max"":11.7,""min"":4.4},""2"":{""avg"":9.5,""max"":13.6,""min"":5.5},""3"":{""avg"":12.4,""max"":17.5,""min"":7.9},""4"":{""avg"":14.2,""max"":18.8,""min"":9.1},""5"":{""avg"":18.7,""max"":23.4,""min"":13.3},""6"":{""avg"":24.2,""max"":29.9,""min"":18.8},""7"":{""avg"":27.3,""max"":33.5,""min"":21},""8"":{""avg"":26.9,""max"":32.7,""min"":21},""9"":{""avg"":22.9,""max"":28.4,""min"":18.1},""10"":{""avg"":17.9,""max"":22.5,""min"":13.8},""11"":{""avg"":14,""max"":17.7,""min"":10.3},""12"":{""avg"":9.3,""max"":13,""min"":6.1}}","[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,2,4,3,3,4,,,,,,,,,,,,,,,
edinburgh,Edinburgh,United Kingdom,"Charming cobblestone streets, historic castles, and the sound of bagpipes create a magical atmosphere that feels both ancient and alive.",559.533.456,-31.883.749,"{""1"":{""avg"":4.3,""max"":6.8,""min"":1.3},""2"":{""avg"":5.6,""max"":8.4,""min"":2.3},""3"":{""avg"":6.6,""max"":9.8,""min"":3.5},""4"":{""avg"":7.6,""max"":11.8,""min"":3.1},""5"":{""avg"":11.1,""max"":15.2,""min"":6.8},""6"":{""avg"":13.6,""max"":17.3,""min"":9.7},""7"":{""avg"":15.2,""max"":19.2,""min"":11.4},""8"":{""avg"":14.9,""max"":18.6,""min"":11},""9"":{""avg"":12.8,""max"":16.7,""min"":8.8},""10"":{""avg"":10,""max"":13.2,""min"":6.4},""11"":{""avg"":6.5,""max"":9.5,""min"":3.2},""12"":{""avg"":5.3,""max"":7.9,""min"":2.3}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,5,3,3,2,4,4,3,4,2,City,3 million,"Haggis, Scotch whisky, Shortbread",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"The capital of Scotland, known for its medieval castle and vibrant festivals.","The capital of Scotland, known for its medieval castle, historic Old Town, and vibrant festivals.",,,,,,,
ohrid,Ohrid,North Macedonia,"Charming lakeside views, ancient cobblestone streets, and the scent of fresh coffee create a peaceful yet vibrant atmosphere perfect for unwinding.",411.170.203,208.017.715,"{""1"":{""avg"":3.5,""max"":7.4,""min"":-0.6},""2"":{""avg"":4.5,""max"":9.2,""min"":-0.2},""3"":{""avg"":7.3,""max"":12.4,""min"":2.2},""4"":{""avg"":10.1,""max"":15.6,""min"":4.8},""5"":{""avg"":15.4,""max"":21,""min"":9.9},""6"":{""avg"":20.4,""max"":26.4,""min"":14.1},""7"":{""avg"":22.9,""max"":29.8,""min"":15.3},""8"":{""avg"":22.3,""max"":28.9,""min"":15},""9"":{""avg"":18.2,""max"":24.3,""min"":11.6},""10"":{""avg"":13.2,""max"":18.6,""min"":7.4},""11"":{""avg"":9,""max"":13,""min"":4.7},""12"":{""avg"":5.4,""max"":9.1,""min"":1.4}}","[""Short trip"",""Weekend""]",Budget,4,3,5,3,3,3,3,2,4,,,,,,,,,,,,,,,
algarve,Algarve,Portugal,"Golden cliffs and serene beaches meet charming villages, where the scent of grilled sardines and the sound of ocean waves fill the air.",3.724.480.855,-8.150.756.196.275.430,"{""1"":{""avg"":12.8,""max"":16.6,""min"":9.2},""2"":{""avg"":13.7,""max"":17.4,""min"":10.4},""3"":{""avg"":14.6,""max"":18.3,""min"":11.2},""4"":{""avg"":16.8,""max"":20.5,""min"":13.4},""5"":{""avg"":19.8,""max"":24.1,""min"":16},""6"":{""avg"":22,""max"":26.2,""min"":18.4},""7"":{""avg"":24.4,""max"":29,""min"":20.5},""8"":{""avg"":24.7,""max"":29.3,""min"":20.8},""9"":{""avg"":22.4,""max"":26.1,""min"":19},""10"":{""avg"":20,""max"":23.4,""min"":17},""11"":{""avg"":16.2,""max"":19.7,""min"":12.9},""12"":{""avg"":14.2,""max"":17.7,""min"":11.1}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,3,4,4,5,3,4,4,3,3,Region,3 million,"Seafood, Sardinha, Pastel de nata",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Popular coastal region known for beaches, golf courses, and water sports.",,,,,,,,
bucharest,Bucharest,Romania,"Tree-lined boulevards, eclectic architecture, and lively squares invite you to explore a city where history and modernity coexist seamlessly.",444.361.414,261.027.202,"{""1"":{""avg"":0.6,""max"":4.9,""min"":-3.4},""2"":{""avg"":3.7,""max"":8.5,""min"":-0.6},""3"":{""avg"":6.9,""max"":13.2,""min"":0.7},""4"":{""avg"":12.7,""max"":19.1,""min"":6.2},""5"":{""avg"":17.5,""max"":23.8,""min"":10.8},""6"":{""avg"":22.5,""max"":29,""min"":15.6},""7"":{""avg"":24.9,""max"":31.8,""min"":18},""8"":{""avg"":25,""max"":32.4,""min"":17.4},""9"":{""avg"":19.8,""max"":27,""min"":13},""10"":{""avg"":13,""max"":19.5,""min"":7.8},""11"":{""avg"":7.3,""max"":11.8,""min"":3.3},""12"":{""avg"":3,""max"":6.6,""min"":-0.5}}","[""Short trip"",""Weekend"",""One week""]",Budget,4,2,3,1,4,4,3,4,2,,,,,,,,,,,,,,,
zurich,Zurich,Switzerland,Charming streets lined with elegant boutiques and cozy cafes offer a blend of modern sophistication and rich historical charm.,473.744.489,85.410.422,"{""1"":{""avg"":1.8,""max"":4.3,""min"":-0.7},""2"":{""avg"":3.2,""max"":7,""min"":0.2},""3"":{""avg"":6.2,""max"":11.2,""min"":2.4},""4"":{""avg"":9.8,""max"":15,""min"":5},""5"":{""avg"":13.7,""max"":18.6,""min"":9.1},""6"":{""avg"":18.6,""max"":23.9,""min"":13.6},""7"":{""avg"":20.3,""max"":25.7,""min"":15.3},""8"":{""avg"":19.8,""max"":25.2,""min"":15},""9"":{""avg"":15.3,""max"":20.4,""min"":11.1},""10"":{""avg"":10.8,""max"":15,""min"":7.5},""11"":{""avg"":5.7,""max"":8.4,""min"":3.2},""12"":{""avg"":2.8,""max"":5.1,""min"":0.5}}","[""Short trip"",""Weekend"",""One week""]",Luxury,4,3,4,1,3,4,4,5,2,City,3 million,"Fondue, Rsti, Raclette",Spring (Apr-May) or Fall (Sep-Oct),High,Generally safe,"Largest city known for finance, museums, and lakefront.","The largest city in Switzerland, known for its financial district, museums, and beautiful lakefront.",,,,,,,
cardiff,Cardiff,United Kingdom,"Charming streets lined with historic architecture and lively pubs create a welcoming atmosphere, where you can feel the city's rich cultural heartbeat.",514.816.546,-31.791.934,"{""1"":{""avg"":5.9,""max"":8,""min"":3.5},""2"":{""avg"":6.6,""max"":9,""min"":4.2},""3"":{""avg"":8,""max"":11,""min"":5},""4"":{""avg"":9.4,""max"":13.1,""min"":5.9},""5"":{""avg"":12.7,""max"":16.5,""min"":9},""6"":{""avg"":15.4,""max"":19.1,""min"":11.9},""7"":{""avg"":17,""max"":20.4,""min"":13.6},""8"":{""avg"":16.8,""max"":20.2,""min"":13.7},""9"":{""avg"":15,""max"":18.3,""min"":12},""10"":{""avg"":12.2,""max"":14.9,""min"":9.6},""11"":{""avg"":8.9,""max"":11.2,""min"":6.5},""12"":{""avg"":7.7,""max"":9.5,""min"":5.5}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,4,2,3,2,4,3,3,4,2,,,,,,,,,,,,,,,
sighisoara,Sighisoara,Romania,"Cobblestone streets and colorful medieval towers create a fairy-tale setting, inviting you to wander and uncover centuries-old secrets around every corner.",462.202.037,247.934.483,"{""1"":{""avg"":0,""max"":4.3,""min"":-3.7},""2"":{""avg"":1.5,""max"":6.7,""min"":-2.6},""3"":{""avg"":5.4,""max"":11.3,""min"":0},""4"":{""avg"":9.3,""max"":15.9,""min"":3.4},""5"":{""avg"":14.7,""max"":21.2,""min"":8.8},""6"":{""avg"":19.9,""max"":27,""min"":13.8},""7"":{""avg"":20.8,""max"":28.2,""min"":14.4},""8"":{""avg"":20.8,""max"":28.9,""min"":14.1},""9"":{""avg"":15.6,""max"":23.2,""min"":9.5},""10"":{""avg"":9.5,""max"":17.1,""min"":3.7},""11"":{""avg"":4.6,""max"":9.8,""min"":0.6},""12"":{""avg"":1.7,""max"":5.3,""min"":-1}}","[""Weekend"",""Short trip"",""Day trip""]",Budget,5,3,3,1,2,3,2,2,4,,,,,,,,,,,,,,,
keswick,Keswick,United Kingdom,"Surrounded by majestic peaks and serene lakes, this charming town offers a peaceful escape with invigorating hikes and quaint local shops.",546.009.812,-31.375.822,"{""1"":{""avg"":4.5,""max"":6.8,""min"":2},""2"":{""avg"":6.2,""max"":8.9,""min"":3.5},""3"":{""avg"":7.2,""max"":10.7,""min"":3.8},""4"":{""avg"":8.3,""max"":12.6,""min"":4},""5"":{""avg"":11.8,""max"":15.9,""min"":7.8},""6"":{""avg"":14.6,""max"":18.6,""min"":10.8},""7"":{""avg"":16.1,""max"":19.8,""min"":12.5},""8"":{""avg"":15.7,""max"":19.2,""min"":12.5},""9"":{""avg"":13.5,""max"":17.1,""min"":10},""10"":{""avg"":10.6,""max"":13.6,""min"":7.7},""11"":{""avg"":7.5,""max"":10,""min"":4.8},""12"":{""avg"":5.5,""max"":7.7,""min"":3.1}}","[""Short trip"",""Weekend""]",Mid-range,3,4,5,2,2,3,3,2,4,,,,,,,,,,,,,,,
bologna,Bologna,Italy,"Strolling under ancient porticoes, savoring rich aromas of fresh pasta, and enjoying lively piazzas create a warm, welcoming atmosphere.",444.938.203,113.426.327,"{""1"":{""avg"":4.1,""max"":8.1,""min"":0.7},""2"":{""avg"":7,""max"":11.6,""min"":2.8},""3"":{""avg"":10.3,""max"":15.3,""min"":5.5},""4"":{""avg"":13.6,""max"":19.1,""min"":8.1},""5"":{""avg"":17.9,""max"":22.9,""min"":12.9},""6"":{""avg"":23.6,""max"":29.1,""min"":17.9},""7"":{""avg"":26.4,""max"":32.2,""min"":20.5},""8"":{""avg"":25.9,""max"":31.9,""min"":20.2},""9"":{""avg"":20.8,""max"":26.2,""min"":15.9},""10"":{""avg"":15.9,""max"":20.6,""min"":12},""11"":{""avg"":9.5,""max"":13.2,""min"":6.4},""12"":{""avg"":5.3,""max"":8.8,""min"":2.2}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,5,2,3,1,3,5,3,4,2,,,,,,,,,68.83,15.0,1.5,36.0,5.0,695.59,1446.14
isle of skye,Isle of Skye,United Kingdom,"Dramatic landscapes with rugged cliffs and serene lochs create an enchanting atmosphere, perfect for exploring nature and experiencing tranquil moments.",5.736.300.795,-6.302.173.669.619.250,"{""1"":{""avg"":5.8,""max"":7.5,""min"":3.7},""2"":{""avg"":6.2,""max"":8,""min"":4},""3"":{""avg"":7.2,""max"":9,""min"":5},""4"":{""avg"":8.2,""max"":10.9,""min"":5.2},""5"":{""avg"":11,""max"":13.5,""min"":8.3},""6"":{""avg"":13,""max"":15.4,""min"":10.6},""7"":{""avg"":14,""max"":16.3,""min"":11.8},""8"":{""avg"":14.2,""max"":16.3,""min"":12},""9"":{""avg"":13,""max"":15.2,""min"":10.5},""10"":{""avg"":10.9,""max"":12.7,""min"":8.8},""11"":{""avg"":8,""max"":9.9,""min"":5.7},""12"":{""avg"":6.5,""max"":8.4,""min"":4.2}}","[""One week"",""Short trip""]",Mid-range,3,4,5,3,1,3,3,1,5,,,,,,,,,,,,,,,
guimaraes,Guimarães,Portugal,"Cobblestone streets, medieval architecture, and a welcoming atmosphere make wandering feel like stepping back in time, rich with history and charm.",414.417.677,-82.955.712,"{""1"":{""avg"":10.4,""max"":14.2,""min"":7.1},""2"":{""avg"":11.7,""max"":15.6,""min"":8.2},""3"":{""avg"":13,""max"":16.9,""min"":9.8},""4"":{""avg"":14.3,""max"":18.2,""min"":10.6},""5"":{""avg"":16.5,""max"":20.3,""min"":12.8},""6"":{""avg"":18,""max"":21.7,""min"":14.5},""7"":{""avg"":19.8,""max"":24,""min"":15.9},""8"":{""avg"":19.5,""max"":24,""min"":15.6},""9"":{""avg"":18.8,""max"":23.3,""min"":14.9},""10"":{""avg"":17.1,""max"":21.2,""min"":13.7},""11"":{""avg"":13.8,""max"":17.1,""min"":10.7},""12"":{""avg"":12.1,""max"":15.6,""min"":9.2}}","[""Short trip"",""Weekend"",""Day trip""]",Mid-range,4,3,3,1,2,4,3,3,3,,,,,,,,,,,,,,,
zagreb,Zagreb,Croatia,"A blend of charming cobblestone streets, vibrant markets, and lively cafes creates an inviting atmosphere filled with history and modern culture.",458.130.967,159.772.795,"{""1"":{""avg"":3.3,""max"":6.3,""min"":0.4},""2"":{""avg"":6.1,""max"":9.8,""min"":2.6},""3"":{""avg"":9.3,""max"":13.7,""min"":4.9},""4"":{""avg"":13.8,""max"":18.7,""min"":8.7},""5"":{""avg"":18,""max"":22.6,""min"":13.2},""6"":{""avg"":23.3,""max"":28.1,""min"":17.9},""7"":{""avg"":25,""max"":30.1,""min"":19.5},""8"":{""avg"":24.6,""max"":29.6,""min"":19.1},""9"":{""avg"":19.1,""max"":23.9,""min"":14.4},""10"":{""avg"":13.9,""max"":17.8,""min"":10.2},""11"":{""avg"":8.1,""max"":11.2,""min"":5.5},""12"":{""avg"":4.3,""max"":7.1,""min"":1.8}}","[""One week"",""Short trip"",""Weekend""]",Mid-range,4,3,3,1,3,4,3,4,2,,,,,,,,,,,,,,,
toulouse,Toulouse,France,"Charming cobblestone streets, pink-hued buildings, and a lively café culture create a welcoming atmosphere that's both vibrant and soothing.",436.044.622,14.442.469,"{""1"":{""avg"":6.2,""max"":9.9,""min"":3},""2"":{""avg"":8.2,""max"":12.8,""min"":4.3},""3"":{""avg"":10.4,""max"":15.4,""min"":6.3},""4"":{""avg"":13.1,""max"":18.5,""min"":8.4},""5"":{""avg"":16.5,""max"":22,""min"":11.8},""6"":{""avg"":21.1,""max"":26.9,""min"":16.1},""7"":{""avg"":23.5,""max"":29.6,""min"":18},""8"":{""avg"":23.5,""max"":29.9,""min"":17.8},""9"":{""avg"":19.8,""max"":25.9,""min"":14.8},""10"":{""avg"":15.7,""max"":21,""min"":11.5},""11"":{""avg"":10.4,""max"":14.6,""min"":6.9},""12"":{""avg"":7.9,""max"":12,""min"":4.6}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,2,4,4,3,4,2,,,,,,,,,69.73,13.0,1.7,51.0,5.5,612.48,2310.31
